회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member
1359512576,정상회원,수지구-풍덕천동,여,72,미신청,.,normal
1359558976,정상회원,수지구-상현동,여,81,미신청,.,normal
1359570112,정상회원,기타-기타,여,71,미신청,.,normal
1359635072,정상회원,수원 팔달구-기타,여,37,미신청,.,normal
1359781696,정상회원,기타-기타,여,34,미신청,.,normal
1359854080,정상회원,수지구-풍덕천동,여,36,미신청,수신,normal
1359961728,정상회원,기흥구-공세동,여,54,미신청,.,normal
1360065664,정상회원,수지구-풍덕천동,남,39,미신청,.,normal
1360149184,정상회원,수지구-풍덕천동,여,35,미신청,.,normal
1360292096,정상회원,기타-기타,여,53,미신청,.,normal
1360980672,정상회원,기흥구-보정동,여,27,미신청,.,normal
1361244224,정상회원,기타-기타,남,37,미신청,.,normal
1361324032,정상회원,수지구-상현동,여,38,미신청,.,normal
1361582016,정상회원,수지구-신봉동,여,41,미신청,.,normal
1361875264,정상회원,기흥구-보정동,여,38,미신청,.,normal
1361880832,정상회원,수지구-상현동,여,39,미신청,.,normal
1361891968,정상회원,기타-기타,여,44,미신청,.,normal
1362608384,정상회원,서울 송파구-기타,여,38,미신청,.,normal
1362617664,정상회원,수지구-신봉동,여,38,미신청,.,normal
1362643648,정상회원,수지구-풍덕천동,여,31,미신청,.,normal
1363001856,정상회원,수지구-죽전동,여,37,미신청,.,normal
1363105792,정상회원,수지구-풍덕천동,여,33,미신청,.,normal
1363244992,정상회원,수지구-신봉동,여,71,미신청,.,normal
1363391616,정상회원,분당구-구미동,여,37,신청,.,normal
1363842624,정상회원,수지구-풍덕천동,남,77,미신청,.,normal
1364147008,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1364399424,정상회원,수지구-성복동,여,32,미신청,.,normal
1364412416,정상회원,수지구-성복동,여,49,미신청,.,normal
1364521920,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
1364572032,정상회원,수지구-동천동,여,51,미신청,.,normal
1364685248,정상회원,수지구-풍덕천동,여,35,미신청,.,normal
1364889408,탈퇴,기타-기타,여,35,미신청,.,normal
1365652224,정상회원,수지구-성복동,여,45,미신청,.,normal
1366288832,정상회원,수지구-풍덕천동,여,53,미신청,.,normal
136644288,정상회원,기흥구-마북동,여,62,미신청,.,normal
1366576512,정상회원,기타-기타,여,61,미신청,.,normal
1366934720,정상회원,수지구-풍덕천동,여,31,미신청,.,normal
1366949568,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
1367008960,정상회원,수지구-상현동,여,41,미신청,.,normal
1367315200,정상회원,수지구-성복동,여,35,미신청,.,normal
1367755072,정상회원,수지구-상현동,여,64,신청,.,normal
1368165248,정상회원,기흥구-죽전동,여,35,미신청,.,normal
1368326720,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1368761024,정상회원,분당구-야탑동,여,38,미신청,수신,normal
1368916928,정상회원,분당구-구미동,여,37,미신청,수신,normal
1369057984,정상회원,기흥구-보정동,여,39,미신청,수신,normal
1369095104,정상회원,분당구-백현동,여,41,미신청,.,normal
1369186048,정상회원,수지구-죽전동,여,46,미신청,.,normal
1369282560,정상회원,기타-기타,남,41,미신청,.,normal
1369299264,정상회원,분당구-기타,여,58,미신청,.,normal
136933824,정상회원,수지구-성복동,여,69,미신청,.,normal
1369395776,정상회원,수지구-상현동,여,40,미신청,.,normal
1369496000,정상회원,수지구-상현동,여,36,미신청,.,normal
1369976704,정상회원,수지구-죽전동,남,37,미신청,.,normal
1370188288,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
137061888,정상회원,수지구-신봉동,여,77,미신청,.,normal
1370782208,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
1370888000,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
1371056896,정상회원,수지구-신봉동,남,38,미신청,.,normal
1371103296,정상회원,수원 영통구-기타,여,56,미신청,.,normal
137112000,정상회원,기타-기타,여,58,미신청,.,normal
1371333440,정상회원,기타-기타,여,38,미신청,.,normal
1371591424,정상회원,수원 영통구-기타,여,40,미신청,.,normal
1371893952,정상회원,수지구-상현동,여,36,미신청,.,normal
1372088832,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1372105536,정상회원,수지구-신봉동,여,54,미신청,수신,normal
1372361664,정상회원,기흥구-언남동,여,43,미신청,.,normal
1372471168,정상회원,수지구-상현동,여,39,신청,.,normal
137247488,정상회원,기흥구-청덕동,여,59,미신청,.,normal
1372506432,정상회원,수지구-동천동,여,43,미신청,.,normal
1372814528,정상회원,처인구-기타,여,40,미신청,.,normal
1372942592,정상회원,분당구-구미동,여,45,미신청,.,normal
1372957440,정상회원,수지구-풍덕천동,여,30,미신청,.,normal
1373159744,정상회원,기타-기타,여,35,미신청,.,normal
1373278528,정상회원,수지구-상현동,여,31,신청,.,normal
1373465984,정상회원,분당구-이매동,여,49,미신청,.,normal
1373627456,정상회원,수지구-기타,여,62,미신청,.,normal
1373755520,정상회원,기흥구-보정동,여,64,미신청,.,normal
1374264064,정상회원,수지구-동천동,남,39,미신청,.,normal
1374490496,정상회원,수지구-죽전동,여,53,미신청,.,normal
137449792,정상회원,기타-기타,여,49,미신청,.,normal
1374846848,정상회원,수지구-상현동,남,49,미신청,.,normal
1374921088,정상회원,수정구-위례(창곡)동,여,36,미신청,.,normal
1375039872,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1375062144,정상회원,기흥구-보정동,여,38,미신청,.,normal
1375128960,정상회원,분당구-수내동,여,45,미신청,.,normal
1375229184,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
137557440,정상회원,기타-기타,여,63,미신청,.,normal
1375641216,정상회원,수지구-죽전동,여,50,미신청,수신,normal
1375923328,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
1376014272,정상회원,수지구-성복동,여,81,미신청,.,normal
137650240,정상회원,수지구-동천동,여,49,미신청,.,normal
1376506112,정상회원,수지구-신봉동,여,34,미신청,.,normal
1376771520,정상회원,수지구-동천동,여,36,미신청,수신,normal
1376819776,정상회원,수지구-풍덕천동,여,45,미신청,.,normal
1376843904,정상회원,수지구-풍덕천동,여,30,미신청,.,normal
1376851328,정상회원,수지구-동천동,여,28,미신청,.,normal
1376873600,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1377170560,정상회원,수지구-상현동,여,35,미신청,.,normal
1377250368,정상회원,수지구-상현동,여,48,미신청,.,normal
1377558464,정상회원,분당구-서현동,여,52,미신청,.,normal
1377610432,정상회원,기타-기타,여,36,미신청,.,normal
1377896256,정상회원,기타-기타,여,36,미신청,.,normal
137795008,정상회원,수지구-동천동,여,63,미신청,.,normal
1377976064,정상회원,수지구-상현동,여,39,미신청,.,normal
1378076288,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
137815424,정상회원,기흥구-영덕동,여,46,미신청,.,normal
1378206208,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
1378445632,정상회원,수지구-풍덕천동,여,35,미신청,.,normal
1378510592,정상회원,수지구-동천동,여,56,신청,.,normal
1378766720,정상회원,수원 영통구-기타,여,32,미신청,.,normal
1378978304,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1379232576,정상회원,기타-기타,여,35,미신청,.,normal
1379609344,정상회원,기타-기타,여,42,미신청,.,normal
1379624192,정상회원,수지구-상현동,여,38,미신청,.,normal
1379635328,정상회원,기타-기타,여,35,미신청,.,normal
1379858048,정상회원,수지구-성복동,여,33,미신청,.,normal
1379956416,정상회원,수지구-신봉동,여,66,미신청,.,normal
138001024,정상회원,수원 영통구-기타,여,63,미신청,.,normal
1380158720,정상회원,수지구-동천동,여,33,미신청,.,normal
1380598592,정상회원,수지구-상현동,여,35,미신청,.,normal
138064128,정상회원,기타-기타,여,63,미신청,.,normal
1380797184,정상회원,중원구-도촌동,남,51,미신청,.,normal
1380841728,정상회원,수지구-신봉동,여,50,미신청,.,normal
1380875136,정상회원,수지구-신봉동,남,40,미신청,.,normal
1381285312,정상회원,수정구-위례(창곡)동,여,38,미신청,수신,normal
1381402240,정상회원,수지구-상현동,여,40,미신청,.,normal
1381482048,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
1381535872,정상회원,처인구-남사면,여,38,미신청,.,normal
1381762304,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
1381925632,정상회원,수지구-상현동,여,35,미신청,.,normal
1382061120,정상회원,수지구-신봉동,여,60,미신청,.,normal
1382263424,정상회원,수지구-기타,여,60,미신청,.,normal
1382408192,정상회원,수지구-풍덕천동,여,59,신청,.,normal
1382525120,정상회원,수지구-상현동,여,35,신청,.,normal
1382582656,정상회원,수지구-상현동,여,62,미신청,.,normal
1382738560,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
1382749696,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1382877760,정상회원,서울 강남구-은행동,여,37,미신청,.,normal
1382920448,정상회원,기타-기타,여,35,미신청,.,normal
1383109760,정상회원,기흥구-보정동,여,78,미신청,.,normal
138314688,정상회원,수지구-풍덕천동,여,48,신청,.,normal
1383297216,정상회원,수지구-풍덕천동,여,34,미신청,수신,normal
1383373312,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
1383484672,정상회원,수지구-상현동,여,38,미신청,.,normal
1383497664,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
138351808,정상회원,수지구-신봉동,여,73,미신청,.,normal
1383562624,정상회원,분당구-수내동,남,46,미신청,.,normal
1383675840,정상회원,수지구-상현동,여,51,미신청,.,normal
1383796480,정상회원,수지구-풍덕천동,남,34,미신청,.,normal
1383967232,정상회원,수지구-동천동,여,36,미신청,.,normal
1383985792,정상회원,수원 영통구-기타,여,34,미신청,.,normal
1384217792,정상회원,수지구-풍덕천동,여,74,미신청,.,normal
1384381120,정상회원,수원 영통구-기타,여,39,신청,수신,normal
138474304,정상회원,수지구-신봉동,여,48,신청,.,normal
1385030720,정상회원,수지구-상현동,여,42,미신청,.,normal
1385062272,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1385205184,정상회원,수지구-신봉동,여,35,미신청,.,normal
1385409344,정상회원,수지구-성복동,여,72,신청,.,normal
1385470592,정상회원,분당구-금곡동,여,40,미신청,.,normal
1385531840,정상회원,수지구-상현동,여,54,미신청,.,normal
138585664,정상회원,수원 영통구-기타,여,47,미신청,.,normal
1385995840,정상회원,기흥구-보정동,여,34,미신청,.,normal
1386092352,정상회원,수지구-상현동,여,34,미신청,수신,normal
1386109056,정상회원,수지구-동천동,여,38,미신청,.,normal
1386181440,정상회원,수지구-신봉동,남,75,미신청,.,normal
1386183296,정상회원,수지구-신봉동,여,35,미신청,.,normal
1386448704,정상회원,수원 장안구-정자동,여,35,미신청,.,normal
1386521088,정상회원,기타-기타,여,38,미신청,.,normal
1386634304,정상회원,수지구-풍덕천동,여,72,미신청,.,normal
1386812480,정상회원,수지구-성복동,여,49,미신청,.,normal
1386836608,정상회원,기타-기타,여,35,미신청,.,normal
138689600,정상회원,수지구-동천동,여,41,미신청,수신,VIP
1386986944,정상회원,수지구-풍덕천동,남,41,미신청,.,normal
1387046336,정상회원,수지구-상현동,남,37,미신청,.,normal
138708160,정상회원,수지구-풍덕천동,여,59,신청,.,normal
1387137280,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1387187392,정상회원,수지구-신봉동,남,47,미신청,.,normal
1387358144,정상회원,수지구-신봉동,여,51,미신청,.,normal
1387382272,정상회원,수지구-성복동,남,36,미신청,.,normal
1387571584,정상회원,기흥구-서천동,여,52,미신청,.,normal
1387643968,정상회원,수지구-풍덕천동,여,78,미신청,.,normal
1388030016,정상회원,기흥구-죽전동,남,41,미신청,.,normal
1388124672,정상회원,수지구-신봉동,여,37,미신청,.,normal
1388135808,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
1388312128,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1388390080,정상회원,수지구-상현동,여,38,미신청,.,normal
1388401216,정상회원,수지구-풍덕천동,여,56,미신청,.,normal
1388562688,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1388744576,정상회원,수지구-동천동,여,33,미신청,.,normal
1388854080,정상회원,기흥구-보라동,여,33,미신청,.,normal
1388880064,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
1389013696,정상회원,수지구-풍덕천동,남,31,미신청,.,normal
138910464,정상회원,기흥구-보정동,여,78,미신청,.,normal
1389713408,정상회원,수지구-동천동,여,36,미신청,.,normal
1389832192,정상회원,수지구-동천동,여,61,미신청,.,normal
1389847040,정상회원,화성-기타,여,37,미신청,.,normal
1390082752,정상회원,수지구-상현동,여,54,미신청,.,normal
1390164416,정상회원,수지구-풍덕천동,남,59,미신청,.,VIP
1390195968,정상회원,수지구-신봉동,여,67,미신청,.,normal
1390260928,정상회원,수지구-풍덕천동,여,77,미신청,.,normal
1390338880,정상회원,수지구-기타,여,32,미신청,.,normal
1390554176,정상회원,수지구-풍덕천동,남,37,미신청,.,normal
1390723072,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1390739776,정상회원,기타-기타,여,54,신청,.,normal
1390851136,정상회원,수지구-동천동,여,46,미신청,수신,normal
1390884544,정상회원,수원 권선구-금곡동,여,33,미신청,.,normal
1390938368,정상회원,수지구-동천동,여,55,신청,.,normal
1390986624,정상회원,수지구-풍덕천동,여,51,미신청,.,normal
1391033024,정상회원,수지구-동천동,여,38,미신청,.,normal
1391040448,정상회원,화성-기타,여,50,미신청,.,normal
1391075712,정상회원,수지구-풍덕천동,여,33,미신청,.,normal
1391207488,정상회원,수지구-성복동,여,41,미신청,.,normal
1391465472,정상회원,수원 팔달구-기타,여,37,미신청,.,normal
1391639936,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
1391697472,정상회원,기흥구-영덕동,여,41,미신청,.,normal
139172160,정상회원,수원 영통구-기타,여,46,미신청,.,normal
1391925760,정상회원,수지구-동천동,남,49,미신청,.,normal
1391964736,정상회원,수지구-동천동,남,36,미신청,.,normal
1392046400,정상회원,수지구-상현동,여,35,미신청,.,normal
1393345600,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1393586880,정상회원,기타-기타,여,50,미신청,.,normal
139359616,정상회원,기타-기타,여,38,미신청,.,normal
1394771008,정상회원,수지구-풍덕천동,남,33,신청,.,normal
1394785856,정상회원,수지구-풍덕천동,여,41,신청,.,normal
1394837824,정상회원,수지구-동천동,여,61,미신청,.,normal
1395060544,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1395487424,정상회원,수지구-동천동,여,42,미신청,.,normal
1395723136,정상회원,수지구-성복동,여,60,미신청,.,normal
139574912,정상회원,수지구-동천동,여,43,미신청,.,normal
1396012672,정상회원,수원 영통구-기타,여,33,미신청,.,normal
1396192704,정상회원,수지구-풍덕천동,여,49,미신청,수신,normal
1396200128,정상회원,수원 영통구-기타,여,34,미신청,.,normal
1396502656,정상회원,기흥구-영덕동,여,36,미신청,.,normal
1396508224,정상회원,수지구-상현동,여,38,미신청,.,normal
1396708672,정상회원,수지구-풍덕천동,남,50,미신청,.,normal
1396929536,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1397202368,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1397284032,정상회원,수지구-성복동,여,48,미신청,.,normal
139754944,정상회원,수지구-풍덕천동,여,61,미신청,.,normal
139775360,정상회원,기타-기타,여,50,미신청,.,normal
1397787008,정상회원,분당구-정자동,여,39,미신청,.,normal
1397900224,정상회원,수지구-상현동,여,41,미신청,.,normal
1397991168,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
1398171200,정상회원,수지구-상현동,여,43,미신청,.,normal
1398195328,정상회원,분당구-판교동,여,38,미신청,.,normal
1398225024,정상회원,기타-기타,여,60,미신청,.,normal
1398299264,정상회원,수지구-상현동,여,77,신청,.,normal
1398312256,정상회원,수지구-풍덕천동,여,66,미신청,.,normal
1398386496,정상회원,수지구-동천동,여,53,미신청,.,normal
1399576192,정상회원,기흥구-보정동,여,37,미신청,.,normal
1401294848,정상회원,수지구-동천동,여,32,미신청,.,normal
140189248,정상회원,화성-기타,여,56,미신청,.,normal
140220800,정상회원,기타-기타,여,45,미신청,.,normal
140233792,정상회원,수지구-신봉동,여,50,미신청,.,normal
1402586624,정상회원,수지구-죽전동,여,35,미신청,.,normal
1402814912,정상회원,분당구-분당동,여,37,미신청,.,normal
1403158272,정상회원,기타-기타,여,58,미신청,.,normal
140326592,정상회원,수지구-상현동,여,58,신청,.,normal
1403702080,탈퇴,수지구-풍덕천동,여,31,미신청,.,normal
140445376,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
140512192,탈퇴,기타-기타,여,63,미신청,.,normal
1405433728,정상회원,수지구-풍덕천동,여,51,신청,.,normal
1405597056,정상회원,기타-기타,여,41,미신청,.,normal
1406150144,정상회원,수지구-동천동,여,33,미신청,.,normal
1407263744,정상회원,기타-기타,여,60,미신청,.,normal
1407287872,정상회원,수지구-상현동,여,34,미신청,.,normal
1407625664,정상회원,수지구-상현동,여,34,미신청,.,normal
1408160192,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
1408395904,탈퇴,기흥구-보정동,여,37,미신청,.,normal
1408598208,정상회원,분당구-기타,여,36,미신청,.,normal
1409006528,정상회원,기타-기타,여,39,미신청,.,normal
1409535488,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
141000320,정상회원,기흥구-상하동,여,48,미신청,.,normal
1410096000,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
141020736,정상회원,기타-기타,여,48,미신청,.,normal
141072704,정상회원,분당구-이매동,여,60,미신청,.,normal
1411181760,정상회원,수지구-풍덕천동,여,47,신청,.,normal
141165504,정상회원,수지구-신봉동,여,60,미신청,.,normal
1411922304,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1412980224,정상회원,수지구-죽전동,여,36,미신청,.,normal
1413518464,정상회원,수지구-죽전동,여,51,미신청,.,normal
141412352,정상회원,수지구-신봉동,여,53,신청,.,normal
1414457600,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1414760128,정상회원,수지구-상현동,여,39,미신청,.,normal
141508864,정상회원,광주-기타,여,48,미신청,.,normal
1415142464,정상회원,기흥구-보정동,여,72,미신청,.,normal
141529280,정상회원,수지구-상현동,여,51,미신청,.,normal
1416081600,정상회원,수지구-풍덕천동,여,43,미신청,.,normal
1416410112,정상회원,기타-기타,여,58,미신청,.,normal
1416573440,정상회원,기타-기타,남,39,미신청,.,normal
1417449472,정상회원,수지구-풍덕천동,여,42,미신청,수신,normal
141896768,정상회원,분당구-야탑동,여,60,미신청,.,normal
1418969536,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
1419671104,정상회원,수지구-풍덕천동,여,35,미신청,.,normal
1420123968,정상회원,수지구-풍덕천동,여,33,미신청,.,normal
142160320,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1421731264,정상회원,수지구-신봉동,남,65,미신청,.,normal
142216000,정상회원,수지구-풍덕천동,여,60,미신청,.,normal
1422985920,정상회원,기타-기타,여,58,미신청,.,normal
142544512,정상회원,수지구-풍덕천동,남,49,미신청,수신,normal
1425465536,정상회원,수지구-풍덕천동,남,38,미신청,.,normal
1426382400,정상회원,기타-기타,여,44,미신청,.,normal
1427254720,정상회원,수지구-풍덕천동,남,38,미신청,.,normal
1427544256,정상회원,수지구-상현동,여,48,신청,.,normal
1427926592,정상회원,서울 강남구-기타,남,37,미신청,.,normal
1428468544,정상회원,수지구-풍덕천동,여,54,미신청,.,normal
142852608,정상회원,처인구-기타,여,63,미신청,.,normal
1429253632,정상회원,기흥구-영덕동,여,32,미신청,.,normal
1430252160,정상회원,수지구-동천동,여,48,미신청,.,normal
143077184,정상회원,기흥구-영덕동,여,47,미신청,.,normal
143131008,정상회원,분당구-궁내동,여,71,미신청,.,normal
143168128,정상회원,기타-기타,여,44,미신청,.,normal
1431959680,정상회원,수지구-풍덕천동,여,29,미신청,.,normal
143231232,정상회원,수지구-풍덕천동,여,71,미신청,.,normal
143296192,정상회원,수원 권선구-기타,여,53,미신청,.,normal
1433308992,정상회원,기타-기타,여,45,미신청,수신,normal
1433466752,정상회원,기타-기타,여,33,미신청,.,normal
1433594816,정상회원,기흥구-보정동,여,40,미신청,.,normal
1433635648,정상회원,수지구-성복동,여,42,신청,.,normal
1433695040,정상회원,수지구-풍덕천동,여,48,미신청,.,normal
1433704320,정상회원,수지구-성복동,여,38,미신청,.,normal
1433849088,정상회원,수지구-풍덕천동,여,32,미신청,.,normal
1434133056,정상회원,수지구-상현동,여,37,미신청,.,normal
1434198016,정상회원,수지구-상현동,여,37,미신청,.,normal
1434231424,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
143429824,정상회원,수지구-동천동,여,58,미신청,.,normal
1434339072,정상회원,수지구-동천동,여,34,미신청,.,normal
1434444864,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1434481984,정상회원,기타-기타,여,36,미신청,.,normal
1434522816,정상회원,수지구-상현동,여,44,미신청,.,normal
1434580352,정상회원,수지구-동천동,여,48,미신청,.,normal
1434927424,정상회원,기흥구-보정동,여,37,미신청,.,normal
1435716224,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1435862848,정상회원,기흥구-죽전동,여,41,미신청,.,normal
1436161664,정상회원,수지구-성복동,여,41,미신청,.,normal
1436315712,정상회원,수지구-신봉동,여,58,미신청,.,normal
1436827968,정상회원,수지구-신봉동,여,42,미신청,.,normal
1437165760,정상회원,광주-기타,여,35,미신청,.,normal
1437175040,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1437343936,정상회원,광주-기타,여,48,미신청,.,normal
143802880,정상회원,기타-기타,여,52,미신청,수신,normal
143810304,정상회원,수지구-동천동,여,54,미신청,.,normal
1438103040,정상회원,수지구-상현동,여,47,미신청,수신,VIP
1438288640,정상회원,수원 영통구-기타,여,38,미신청,.,normal
1438451968,정상회원,수지구-풍덕천동,여,40,미신청,.,normal
1438453824,정상회원,수지구-신봉동,여,39,미신청,.,normal
1438455680,정상회원,수지구-상현동,여,37,신청,.,normal
1438726656,정상회원,수지구-동천동,여,49,미신청,.,normal
1438930816,정상회원,수지구-신봉동,여,41,미신청,.,normal
1439212928,정상회원,수지구-풍덕천동,여,42,미신청,.,normal
1439328000,정상회원,수지구-죽전동,여,40,미신청,.,normal
1439439360,정상회원,수지구-동천동,여,53,미신청,.,normal
1439519168,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1439528448,정상회원,수지구-상현동,여,59,미신청,.,normal
1439721472,정상회원,수지구-신봉동,여,48,미신청,.,normal
1439727040,정상회원,수지구-상현동,남,43,미신청,.,normal
1439864384,정상회원,수지구-풍덕천동,여,38,미신청,.,normal
1440025856,정상회원,수지구-신봉동,여,59,미신청,.,normal
1440204032,정상회원,기흥구-언남동,여,45,미신청,.,normal
1440235584,정상회원,화성-기타,여,42,미신청,.,normal
1440239296,정상회원,기흥구-보정동,여,36,신청,.,normal
1440272704,정상회원,수지구-성복동,여,35,신청,.,normal
1440545536,정상회원,수지구-상현동,여,28,미신청,.,normal
1440577088,정상회원,수지구-상현동,여,46,미신청,.,normal
1440601216,정상회원,기타-기타,남,37,미신청,.,normal
1440625344,정상회원,수지구-풍덕천동,여,39,미신청,수신,normal
1441269376,정상회원,수지구-풍덕천동,여,28,미신청,.,normal
1441291648,정상회원,수지구-신봉동,여,73,미신청,.,normal
1441347328,정상회원,수지구-동천동,여,63,미신청,.,normal
1441646144,정상회원,수지구-풍덕천동,여,62,미신청,.,normal
1442009920,정상회원,수지구-풍덕천동,여,33,미신청,수신,normal
1442013632,정상회원,수지구-풍덕천동,여,55,미신청,.,normal
1442052608,정상회원,수지구-상현동,여,46,미신청,.,normal
1442182528,탈퇴,수지구-풍덕천동,여,37,미신청,.,normal
1442407104,정상회원,수지구-풍덕천동,여,54,미신청,수신,VIP
1442581568,정상회원,수지구-신봉동,여,42,미신청,.,normal
1442624256,정상회원,기타-기타,여,33,미신청,.,normal
1442678080,정상회원,기흥구-동백동,여,51,미신청,.,normal
1442741184,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1442756032,정상회원,수지구-상현동,여,53,미신청,.,normal
1442978752,정상회원,기타-기타,남,41,미신청,.,normal
1443286848,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1443515136,정상회원,기흥구-마북동,여,36,미신청,.,normal
1443535552,정상회원,수지구-신봉동,여,60,신청,.,normal
1443812096,정상회원,수지구-죽전동,여,52,미신청,.,normal
1443888192,정상회원,수지구-풍덕천동,여,44,미신청,.,normal
1443921600,정상회원,수지구-풍덕천동,여,57,미신청,.,normal
1444036672,정상회원,수지구-신봉동,여,38,미신청,.,normal
1444079360,정상회원,수지구-동천동,여,40,신청,.,normal
1444424576,정상회원,분당구-백현동,여,41,미신청,.,normal
1444502528,정상회원,수지구-신봉동,여,40,미신청,.,normal
144454336,정상회원,분당구-정자동,여,50,미신청,.,normal
1444597184,정상회원,수지구-풍덕천동,여,51,신청,.,normal
1444832896,정상회원,수지구-신봉동,여,36,미신청,.,normal
1444912704,정상회원,수지구-풍덕천동,남,37,미신청,.,normal
144519296,정상회원,수지구-상현동,여,49,미신청,.,normal
1445274624,정상회원,수지구-풍덕천동,여,50,미신청,.,normal
1445521472,정상회원,수지구-동천동,여,47,미신청,.,normal
1445842560,정상회원,수지구-성복동,여,61,신청,.,normal
1445952064,정상회원,수원 영통구-기타,여,51,미신청,.,normal
1446061568,정상회원,기흥구-보정동,여,33,미신청,.,normal
1446198912,정상회원,수지구-풍덕천동,여,47,미신청,.,normal
1446733440,정상회원,수지구-풍덕천동,여,41,미신청,.,normal
1446855936,정상회원,수원 영통구-기타,여,39,미신청,.,normal
1446982144,정상회원,수지구-동천동,여,43,미신청,.,normal
1447305088,정상회원,광주-기타,여,32,미신청,.,normal
144730880,정상회원,광주-오포읍,여,61,미신청,.,normal
1447314368,정상회원,수지구-풍덕천동,남,35,미신청,.,normal
1447334784,정상회원,수지구-풍덕천동,여,53,미신청,.,normal
1447390464,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1447420160,정상회원,수지구-풍덕천동,여,34,미신청,수신,normal
1447568640,정상회원,수지구-신봉동,여,39,신청,.,normal
1447670720,정상회원,수원 영통구-기타,여,35,미신청,수신,normal
1447995520,정상회원,수지구-풍덕천동,여,32,미신청,.,normal
1448132864,정상회원,수지구-풍덕천동,여,36,미신청,.,normal
1448225664,정상회원,수지구-풍덕천동,여,37,미신청,.,normal
1448346304,정상회원,수원 영통구-기타,남,47,미신청,.,normal
1448582016,정상회원,수지구-상현동,여,45,미신청,.,normal
1448758336,정상회원,수지구-풍덕천동,남,45,미신청,.,normal
1448762048,정상회원,수지구-상현동,여,41,미신청,.,normal
1448834432,정상회원,수지구-풍덕천동,여,34,미신청,.,normal
1448882688,정상회원,기타-기타,여,36,미신청,.,normal
1449027456,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1449159232,정상회원,수지구-상현동,남,37,미신청,.,normal
1449313280,정상회원,수지구-상현동,여,34,미신청,.,normal
1449326272,정상회원,수원 영통구-기타,여,34,미신청,.,normal
1449686336,정상회원,수지구-풍덕천동,여,46,미신청,.,normal
1449693760,정상회원,수원 영통구-기타,여,38,미신청,.,normal
1449831104,정상회원,수지구-동천동,여,39,미신청,.,normal
1449838528,정상회원,수지구-상현동,여,38,미신청,.,normal
1450293248,정상회원,수지구-신봉동,여,49,신청,.,normal
1450354496,정상회원,수지구-성복동,여,34,미신청,.,normal
1450541952,정상회원,수지구-풍덕천동,여,39,미신청,.,normal
1450592064,정상회원,수지구-상현동,여,78,미신청,.,normal
145085376,정상회원,수지구-풍덕천동,여,49,미신청,.,normal
145087232,정상회원,수지구-상현동,여,74,미신청,.,normal
